set,t,rarity,pull_rate,card,number,is_pokemon,is_chase,price_on_release,current_price,popularity_index,ebay_index,set_popularity_index,next_price,next_log_return,log_return_1m,log_return_2m,log_return_3m,momentum_3m,volatility_3m,card_age,log_current_price,return_since_release,log_return_6m,momentum_6m,price_mean_3m,price_mean_6m,price_vs_mean_3m,price_vs_mean_6m,volatility_6m,history_length,popularity_chase,ebay_chase,set_popularity_chase
151,3,Ultra Rare,0.00390625,Alakazam ex,188,True,False,7.79,6.79,0.5643756192421202,0.6610071301247771,0.811,42.98,1.8452839496437596,1.7844226791642008,-2.022239810606119,-0.09276309082086347,-0.08859060402684571,3.270692257825065,3,2.052840859882657,-0.1373899183120522,-0.21039697292338705,-0.18973747016706455,19.963333333333335,21.286666666666665,0.34012355985974285,0.3189790165988099,3.037239922367887,10,0.0,0.0,0.0
151,3,Special Illustration Rare,0.0044642857142857,Alakazam ex,201,True,False,42.88,42.98,0.5643756192421202,0.6701648841354724,0.811,0.86,-3.911557780948948,1.8452839496437596,3.6297066288079605,-0.1769558609623595,-0.16218323586744643,3.245726318677363,3,3.783734985126615,0.0023293744518177823,-0.30794992422715867,-0.2650478796169631,19.743333333333336,21.02166666666667,2.176937362822893,2.044557202885911,3.024769797840927,11,0.0,0.0,0.0
151,4,Double Rare,0.0104166666666666,Alakazam ex,65,True,False,1.08,0.86,0.5643756192421202,0.634536541889483,0.811,6.79,2.0662738313051885,-3.911557780948948,-2.0662738313051885,-0.2818511521409877,-0.24561403508771928,3.306285030244893,4,0.6205764877251099,-0.22778393087071197,-0.12036368224987513,-0.11340206185567014,16.970000000000002,18.438333333333333,0.05067766647024159,0.046641959685437946,2.9751253808638523,12,0.0,0.0,0.0
151,4,Ultra Rare,0.00390625,Alakazam ex,188,True,False,7.79,6.79,0.5643756192421202,0.6610071301247771,0.811,43.76,1.8632692165431208,2.0662738313051885,-1.8452839496437596,0.0,0.0,3.3893100090174517,4,2.052840859882657,-0.1373899183120522,-0.09276309082086347,-0.08859060402684571,16.87666666666667,18.42,0.40233063401145563,0.3686210640608034,2.9789640659267826,13,0.0,0.0,0.0
151,4,Special Illustration Rare,0.0044642857142857,Alakazam ex,201,True,False,42.88,43.76,0.5643756192421202,0.6701648841354724,0.811,1.14,-3.6476918957073217,1.8632692165431208,3.9295430478483095,0.017985266899361436,0.018147975802699,3.3942183319345376,4,3.8013148834437245,0.02031464135117914,-0.15897059406299813,-0.14697855750487332,16.87666666666667,18.31,2.5929290934228715,2.3899508465319497,2.9704292119180153,14,0.0,0.0,0.0
151,5,Double Rare,0.0104166666666666,Alakazam ex,65,True,False,1.08,1.14,0.5643756192421202,0.634536541889483,0.811,6.78,1.7829488395459003,-3.6476918957073217,-1.7844226791642008,0.28185115214098766,0.3255813953488371,3.2419466267410213,5,0.76080582903376,0.05406722127027558,0.0,0.0,17.136666666666667,17.05333333333333,0.06652402256370356,0.06684910086004692,2.930407388459611,15,0.0,0.0,0.0
151,5,Ultra Rare,0.00390625,Alakazam ex,188,True,False,7.79,6.78,0.5643756192421202,0.6610071301247771,0.811,48.78,1.97334329083547,1.7829488395459003,-1.8647430561614216,-0.0014738396183005527,-0.0014727540500736325,3.1588236876799898,5,2.0515563381903004,-0.13886375793035272,-0.0014738396183005527,-0.0014727540500736325,17.23,17.05333333333333,0.3934997098084736,0.3975762314308054,2.9302279507295,16,0.0,0.0,0.0
151,5,Special Illustration Rare,0.0044642857142857,Alakazam ex,201,True,False,42.88,48.78,0.5643756192421202,0.6701648841354724,0.811,1.34,-3.594650778824954,1.97334329083547,3.7562921303813703,0.10860023467404863,0.11471663619744077,3.1917640214262306,5,3.907613296939446,0.12891487602522758,0.12658550157341,0.1349464867380179,17.22666666666667,17.051666666666666,2.8316563467492255,2.860717427426449,2.9467785739239707,17,0.0,0.0,0.0
151,6,Double Rare,0.0104166666666666,Alakazam ex,65,True,False,1.08,1.34,0.5643756192421202,0.634536541889483,0.811,9.09,1.9145052942265675,-3.594650778824954,-1.6213074879894842,0.16164135155641599,0.17543859649122817,3.161154474300959,6,0.8501509293696101,0.21570857282669165,0.44349250369740373,0.558139534883721,18.900000000000002,18.018333333333334,0.07089947089947089,0.07436869854777542,2.863865900541446,18,0.0,0.0,0.0
151,6,Ultra Rare,0.00390625,Alakazam ex,188,True,False,7.79,9.09,0.5643756192421202,0.6610071301247771,0.811,56.32,1.8238748036603996,1.9145052942265675,-1.6801454845983868,0.29319780623708325,0.3407079646017699,3.1978331337240182,6,2.3115448343655176,0.1543340483067306,0.29172396661878264,0.3387334315169366,18.966666666666672,18.098333333333333,0.4792618629173988,0.5022561930196151,2.843345901520294,19,0.0,0.0,0.0
151,6,Special Illustration Rare,0.0044642857142857,Alakazam ex,201,True,False,42.88,56.32,0.5643756192421202,0.6701648841354724,0.811,1.82,-3.4322132107610828,1.8238748036603996,3.738380097886967,0.14372931906201267,0.15457154571545706,3.15487543365051,6,4.048649602959971,0.2726441950872404,0.25232955373606125,0.287020109689214,19.736666666666668,18.481666666666666,2.8535720317513933,3.047344214987826,2.8383586389345927,20,0.0,0.0,0.0
151,7,Double Rare,0.0104166666666666,Alakazam ex,65,True,False,1.08,1.82,0.5643756192421202,0.634536541889483,0.811,13.27,1.9866693472554122,-3.4322132107610828,-1.6083384071006834,0.3061668871258839,0.3582089552238805,3.061102031206593,7,1.0367368849500223,0.5218754599525757,0.4678082386823001,0.5964912280701757,22.25,20.575000000000003,0.08179775280898877,0.08845686512758201,2.7831625099314197,21,0.0,0.0,0.0
151,7,Ultra Rare,0.00390625,Alakazam ex,188,True,False,7.79,13.27,0.5643756192421202,0.6610071301247771,0.811,87.93,1.8910351950467947,1.9866693472554122,-1.445543863505671,0.37833094015472857,0.4598459845984597,3.0826733921588483,7,2.658159431488745,0.5326649884614592,0.6715287463918119,0.9572271386430677,22.41,20.688333333333336,0.5921463632307006,0.6414243132200111,2.8092430272044124,22,0.0,0.0,0.0
151,7,Special Illustration Rare,0.0044642857142857,Alakazam ex,201,True,False,42.88,87.93,0.5643756192421202,0.6701648841354724,0.811,1.77,-3.905561496805173,1.8910351950467947,3.8777045423022067,0.4454913315411238,0.5612571022727273,3.101354748562316,7,4.487849543411548,0.7181355266283642,0.5892206506031366,0.8025830258302584,23.803333333333338,21.77,3.6940204453157817,4.039044556729444,2.7985159379663687,23,0.0,0.0,0.0
151,8,Double Rare,0.0104166666666666,Alakazam ex,65,True,False,1.08,1.77,0.5643756192421202,0.634536541889483,0.811,13.36,2.021285621522762,-3.905561496805173,-2.0145263017583783,-0.027856954502966224,-0.027472527472527486,3.374612654778736,8,1.0188473201992472,0.4940185054496094,0.2783099326229177,0.32089552238805963,34.34,28.295,0.05154338963308095,0.06255522177063084,2.8821973475676246,24,0.0,0.0,0.0
